0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.479200000000000124e-08,-1.441500000000000004e+00,0.000000000000000000e+00,-2.910899999999999947e-08,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-02,-2.396799999999999863e-07,0.000000000000000000e+00,1.500000000000000000e+00,-7.184600000000000296e-05,0.000000000000000000e+00,2.464599999999999947e-10,-1.434599999999999938e-02,0.000000000000000000e+00,2.450000000000000101e-08,-1.427699999999999969e+00,0.000000000000000000e+00,-2.933899999999999888e-08,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-02,-1.912800000000000135e-06,0.000000000000000000e+00,1.500000000000000000e+00,-2.864599999999999915e-04,0.000000000000000000e+00,4.899899999999999799e-10,-2.855399999999999952e-02,0.000000000000000000e+00,2.420500000000000068e-08,-1.413799999999999946e+00,0.000000000000000000e+00,-2.956099999999999915e-08,0.000000000000000000e+00,0.000000000000000000e+00
2.999999999999999889e-02,-6.440199999999999766e-06,0.000000000000000000e+00,1.500000000000000000e+00,-6.424500000000000306e-04,0.000000000000000000e+00,7.305600000000000084e-10,-4.262200000000000016e-02,0.000000000000000000e+00,2.390899999999999922e-08,-1.399799999999999933e+00,0.000000000000000000e+00,-2.977699999999999923e-08,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-02,-1.522800000000000057e-05,0.000000000000000000e+00,1.500000000000000000e+00,-1.138399999999999915e-03,0.000000000000000000e+00,9.681600000000000978e-10,-5.654900000000000204e-02,0.000000000000000000e+00,2.361000000000000098e-08,-1.385699999999999932e+00,0.000000000000000000e+00,-2.998500000000000016e-08,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,-2.967100000000000103e-05,0.000000000000000000e+00,1.500000000000000000e+00,-1.773000000000000053e-03,0.000000000000000000e+00,1.202800000000000024e-09,-7.033599999999999575e-02,0.000000000000000000e+00,2.330900000000000047e-08,-1.371599999999999930e+00,0.000000000000000000e+00,-3.018699999999999760e-08,0.000000000000000000e+00,0.000000000000000000e+00
5.999999999999999778e-02,-5.114499999999999906e-05,0.000000000000000000e+00,1.500000000000000000e+00,-2.544700000000000000e-03,0.000000000000000000e+00,1.434300000000000103e-09,-8.398100000000000009e-02,0.000000000000000000e+00,2.300600000000000100e-08,-1.357399999999999940e+00,0.000000000000000000e+00,-3.038200000000000034e-08,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000666e-02,-8.101599999999999817e-05,0.000000000000000000e+00,1.500000000000000000e+00,-3.452100000000000047e-03,0.000000000000000000e+00,1.662899999999999913e-09,-9.748300000000000021e-02,0.000000000000000000e+00,2.270099999999999926e-08,-1.343099999999999961e+00,0.000000000000000000e+00,-3.057000000000000176e-08,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000167e-02,-1.206300000000000021e-04,0.000000000000000000e+00,1.500000000000000000e+00,-4.493900000000000325e-03,0.000000000000000000e+00,1.888399999999999807e-09,-1.108399999999999941e-01,0.000000000000000000e+00,2.239499999999999970e-08,-1.328799999999999981e+00,0.000000000000000000e+00,-3.075100000000000186e-08,0.000000000000000000e+00,0.000000000000000000e+00
8.999999999999999667e-02,-1.713399999999999960e-04,0.000000000000000000e+00,1.500000000000000000e+00,-5.668499999999999928e-03,0.000000000000000000e+00,2.110800000000000197e-09,-1.240600000000000036e-01,0.000000000000000000e+00,2.208600000000000004e-08,-1.314300000000000024e+00,0.000000000000000000e+00,-3.092600000000000177e-08,0.000000000000000000e+00,0.000000000000000000e+00
